Id	AcceptedAnswerId	AnswerCount	Body	ClosedDate	CommentCount	CommunityOwnedDate	CreationDate	FavoriteCount	LastActivityDate	LastEditDate	LastEditorDisplayName	LastEditorUserId	OwnerUserId	ParentId	PostTypeId	Score	Tags	Title	ViewCount	AES	TEInit	TEEncDec	TETrans	REFr	REPerf	RERel	REPor	REInerop	RESecur	RESpace
13389870	13409628	2	"<p>It's my first time asking for help in here, my department (a Government), have published some app on the market (Google Play), and the encryption and description was working really well up to yesterday when I got the Jelly Bean 4.2 on my Nexus. 
The encrypt works fine, it's in fact encrypt the information to be stored. Though when decrypt it, I'm getting an exception exactly like this : <strong>pad block corrupted</strong>.
I've checked the string and it's consistent with it on others devices (using the same key for test purposes), meaning it's exactly the same.
The problem is that we need keep the back compatibility with previous versions, meaning that if I change something in the code, it's should be able to read the old encrypted information. The encrypted information it's stored on SQLite, due that I need encode it to Base64. The exception happen on this line <strong>byte[] decrypted = cipher.doFinal(encrypted);</strong></p>

<p>Here is my class:</p>

<pre><code>import java.security.SecureRandom;

import javax.crypto.Cipher;
import javax.crypto.KeyGenerator;
import javax.crypto.SecretKey;
import javax.crypto.spec.SecretKeySpec;

import android.util.Base64;

public class EncodeDecodeAES {

    private final static String HEX = ""0123456789ABCDEF"";

    public static String encrypt(String seed, String cleartext) throws Exception {
        byte[] rawKey = getRawKey(seed.getBytes());
        byte[] result = encrypt(rawKey, cleartext.getBytes());
        String fromHex = toHex(result);
        String base64 = new String(Base64.encodeToString(fromHex.getBytes(), 0));
        return base64;
    }


    public static String decrypt(String seed, String encrypted) throws Exception {
        String base64 = new String(Base64.decode(encrypted, 0));
        byte[] rawKey = getRawKey(seed.getBytes());
        byte[] enc = toByte(base64);
        byte[] result = decrypt(rawKey, enc);
        return new String(result);
    }


    public static byte[] encryptBytes(String seed, byte[] cleartext) throws Exception {
        byte[] rawKey = getRawKey(seed.getBytes());
        byte[] result = encrypt(rawKey, cleartext);
        return result;
    }


    public static byte[] decryptBytes(String seed, byte[] encrypted) throws Exception {
        byte[] rawKey = getRawKey(seed.getBytes());
        byte[] result = decrypt(rawKey, encrypted);
        return result;
    }



    private static byte[] getRawKey(byte[] seed) throws Exception {
        KeyGenerator kgen = KeyGenerator.getInstance(""AES"");
        SecureRandom sr = SecureRandom.getInstance(""SHA1PRNG"");
        sr.setSeed(seed);
        try {
            kgen.init(256, sr);
        } catch (Exception e) {
    //      Log.w(LOG, ""This device doesn't suppor 256bits, trying 192bits."");
            try {
                kgen.init(192, sr);
            } catch (Exception e1) {
    //          Log.w(LOG, ""This device doesn't suppor 192bits, trying 128bits."");
                kgen.init(128, sr);
            }
        }
        SecretKey skey = kgen.generateKey();
        byte[] raw = skey.getEncoded();
        return raw;
    }


    private static byte[] encrypt(byte[] raw, byte[] clear) throws Exception {
        SecretKeySpec skeySpec = new SecretKeySpec(raw, ""AES"");
        Cipher cipher = Cipher.getInstance(""AES"");
        cipher.init(Cipher.ENCRYPT_MODE, skeySpec);
        byte[] encrypted = cipher.doFinal(clear);
        return encrypted;
    }


    private static byte[] decrypt(byte[] raw, byte[] encrypted) throws Exception {
        SecretKeySpec skeySpec = new SecretKeySpec(raw, ""AES"");
        Cipher cipher = Cipher.getInstance(""AES"");
        cipher.init(Cipher.DECRYPT_MODE, skeySpec);
        byte[] decrypted = cipher.doFinal(encrypted);
        return decrypted;
    }


    public static String toHex(String txt) {
        return toHex(txt.getBytes());
    }


    public static String fromHex(String hex) {
        return new String(toByte(hex));
    }


    public static byte[] toByte(String hexString) {
        int len = hexString.length() / 2;
        byte[] result = new byte[len];
        for (int i = 0; i &lt; len; i++)
            result[i] = Integer.valueOf(hexString.substring(2 * i, 2 * i + 2), 16).byteValue();
        return result;
    }


    public static String toHex(byte[] buf) {
        if (buf == null)
            return """";
        StringBuffer result = new StringBuffer(2 * buf.length);
        for (int i = 0; i &lt; buf.length; i++) {
            appendHex(result, buf[i]);
        }
        return result.toString();
    }


    private static void appendHex(StringBuffer sb, byte b) {
        sb.append(HEX.charAt((b &gt;&gt; 4) &amp; 0x0f)).append(HEX.charAt(b &amp; 0x0f));
    }

}
</code></pre>

<p>I would like to know (if somebody help me), what 'm I doing wrong with this code, or if it's a issue with Android 4.2 and if it's a issue with 4.2 if has any workaround?</p>

<p>Thank you</p>
"	NULL	6	NULL	39:21.4	12	04:18.1	01:25.0	NULL	1438733	1787243	0	1	14	<android><aes>	Android 4.2 broke my AES encrypt/decrypt code	13013	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
13419702	13420533	1	"<p>I am trying to convert a BouncyCastle specific implementation to a generic one, but as I am still struggling with the basics, I have it hard to do.</p>

<p>This is the previous BC code that works:</p>

<pre><code>public int decrypt(SecurityToken token, byte[] dataToDecrypt, int inputOffset, 
      int inputLength, byte[] output, int outputOffset) {
  // Make new RijndaelEngine
  RijndaelEngine engine = new RijndaelEngine(128);

  // Make CBC blockcipher
  BufferedBlockCipher bbc = new BufferedBlockCipher(
      new CBCBlockCipher(engine));

  // find right decryption key and right initialization vector
  KeyParameter secret = new KeyParameter(
      token.getRemoteEncryptingKey());
  byte[] iv = token.getRemoteInitializationVector();

  // initialize cipher for decryption purposes
  bbc.init(false, new ParametersWithIV(secret, iv));
  decryptedBytes = bbc.processBytes(dataToDecrypt, inputOffset,
      inputLength, output, outputOffset);

  decryptedBytes += bbc.doFinal(output, outputOffset+decryptedBytes);
  return decryptedBytes;
}
</code></pre>

<p>and this is my humble try so far:</p>

<pre><code>SecretKeySpec spec = new SecretKeySpec(
    token.getRemoteEncryptingKey(),
    ""AES"");

cipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
cipher.init(Cipher.DECRYPT_MODE, spec, new IvParameterSpec(token.getRemoteInitializationVector()));
decryptedBytes = cipher.update(dataToDecrypt, inputOffset,
    inputLength, output, outputOffset);
decryptedBytes += cipher.doFinal(output, outputOffset+decryptedBytes);
return decryptedBytes;
</code></pre>

<p>which gives</p>

<pre><code>javax.crypto.BadPaddingException: Given final block not properly padded
</code></pre>

<p>and here is input to the function:</p>

<pre><code>decrypt: dataToDecrypt.length=1088 inputOffset=0 inputLength=1088 output.length=16384 outputOffset=1180
decrypt: token.getRemoteEncryptingKey()=lBjgFjfR3IilCyT5AqRnXQ==
decrypt: token.getRemoteInitializationVector()=0JFEdkuW6pMo0cwfKdZa3w==
</code></pre>

<p>What am I missing?</p>

<p>E: input data</p>
"	NULL	0	NULL	36:53.4	3	27:43.0	20:10.3	NULL	474189	1282835	0	1	2	<java><security><aes>	Java AES block decryption using key and iv	1318	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
13467343	13508295	1	"<p>I am using AES 256 CBC. I have 32 bytes of IV. But when i run this it shows an exception as:</p>

<pre><code>Exception in thread ""main"" java.lang.RuntimeException: java.security.InvalidAlgorithmParameterException: Wrong IV length: must be 16 bytes long
    at com.abc.aes265cbc.AESUtil.decrypt(AESUtil.java:50)
    at com.abc.aes265cbc.Security.main(Security.java:48)
Caused by: java.security.InvalidAlgorithmParameterException: Wrong IV length: must be 16 bytes long
    at com.sun.crypto.provider.CipherCore.init(CipherCore.java:430)
    at com.sun.crypto.provider.AESCipher.engineInit(AESCipher.java:217)
    at javax.crypto.Cipher.implInit(Cipher.java:790)
    at javax.crypto.Cipher.chooseProvider(Cipher.java:848)
    at javax.crypto.Cipher.init(Cipher.java:1347)
    at javax.crypto.Cipher.init(Cipher.java:1281)
    at com.abc.aes265cbc.AESUtil.decrypt(AESUtil.java:47)
    ... 1 more
</code></pre>

<p>I don't know how to solve this. I searched but I am not getting how to solve this. I am trying security concepts for the first time.
My code for the AES 256 CBC is:</p>

<pre><code> public static void setENCRYPTION_IV(String ENCRYPTION_IV) {
        AESUtil.ENCRYPTION_IV  =   ENCRYPTION_IV;
    }

    public static void setENCRYPTION_KEY(String ENCRYPTION_KEY) {
        AESUtil.ENCRYPTION_KEY  =   ENCRYPTION_KEY;
    }



    public static String encrypt(String src) {
        try {
            Cipher cipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
            cipher.init(Cipher.ENCRYPT_MODE, makeKey(), makeIv());
            return Base64.encodeBytes(cipher.doFinal(src.getBytes()));
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }

    public static String decrypt(String src) {
        String decrypted = """";
        try {
            Cipher cipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
            cipher.init(Cipher.DECRYPT_MODE, makeKey(), makeIv());
            decrypted = new String(cipher.doFinal(Base64.decode(src)));
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
        return decrypted;
    }

    static AlgorithmParameterSpec makeIv() {
        try {
            return new IvParameterSpec(ENCRYPTION_IV.getBytes(""UTF-8""));
        } catch (UnsupportedEncodingException e) {
            e.printStackTrace();
        }
        return null;
    }

    static Key makeKey() {
        try {
            MessageDigest md = MessageDigest.getInstance(""SHA-256"");
            byte[] key = md.digest(ENCRYPTION_KEY.getBytes(""UTF-8""));
            return new SecretKeySpec(key, ""AES"");
        } catch (NoSuchAlgorithmException e) {
            e.printStackTrace();
        } catch (UnsupportedEncodingException e) {
            e.printStackTrace();
        }

        return null;
    }
</code></pre>

<p>Can you help me that by changing what in this code i will be able to use 32 bytes of IV.
Thanks in advance</p>

<p>Edit:
My main function to which calls this functions:</p>

<pre><code> AESUtil.setENCRYPTION_KEY(""96161d7958c29a943a6537901ff0e913efaad15bd5e7c566f047412179504ffb"");

    AESUtil.setENCRYPTION_IV(""d41361ed2399251f535e65f84a8f1c57"");
    String decrypted = AESUtil.decrypt(new String(sw0SrUIKe0DmS7sRd9+XMgtYg+BUiAfiOsdMw/Lo2RA=));   // AES Decrypt
</code></pre>
"	NULL	3	NULL	54:28.9	3	10:37.9	58:33.1	NULL	1690573	1690573	0	1	6	<java><security><aes>	Want to use AES 256 CBC with 32 bytes but it shows java.security.InvalidAlgorithmParameterException	16756	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
13782798	13784098	1	"<p>Can you please show me how can I use AES with CFB mode (so that the size of input (plain text) and out (encrypted text) remains same. I've tried replacing AES with AES/CFB/NoPadding but its not working. The Application crashes. 
I am using the following code. Please help me to make it work for AES with CFB. Thanks</p>

<p>public class SimpleCrypto {</p>

<pre><code>public static String encrypt(String seed, String cleartext) throws Exception {
    byte[] rawKey = getRawKey(seed.getBytes());
    byte[] result = encrypt(rawKey, cleartext.getBytes());
    return toHex(result);
}

public static String decrypt(String seed, String encrypted) throws Exception {
    byte[] rawKey = getRawKey(seed.getBytes());
    byte[] enc = toByte(encrypted);
    byte[] result = decrypt(rawKey, enc);
    return new String(result);
}


private static byte[] getRawKey(byte[] seed) throws Exception {
    KeyGenerator kgen = KeyGenerator.getInstance(""AES"");
    SecureRandom sr = SecureRandom.getInstance(""SHA1PRNG"");
    sr.setSeed(seed);
    kgen.init(128, sr); // 192 and 256 bits may not be available
    SecretKey skey = kgen.generateKey();
    byte[] raw = skey.getEncoded();
    return raw;
}


private static byte[] encrypt(byte[] raw, byte[] clear) throws Exception {
    SecretKeySpec skeySpec = new SecretKeySpec(raw, ""AES"");
    Cipher cipher = Cipher.getInstance(""AES"");
    cipher.init(Cipher.ENCRYPT_MODE, skeySpec);
    byte[] encrypted = cipher.doFinal(clear);
    return encrypted;
}

private static byte[] decrypt(byte[] raw, byte[] encrypted) throws Exception {
    SecretKeySpec skeySpec = new SecretKeySpec(raw, ""AES"");
    Cipher cipher = Cipher.getInstance(""AES"");
    cipher.init(Cipher.DECRYPT_MODE, skeySpec);
    byte[] decrypted = cipher.doFinal(encrypted);
    return decrypted;
}

public static String toHex(String txt) {
    return toHex(txt.getBytes());
}
public static String fromHex(String hex) {
    return new String(toByte(hex));
}

public static byte[] toByte(String hexString) {
    int len = hexString.length()/2;
    byte[] result = new byte[len];
    for (int i = 0; i &lt; len; i++)
        result[i] = Integer.valueOf(hexString.substring(2*i, 2*i+2), 16).byteValue();
    return result;
}

public static String toHex(byte[] buf) {
    if (buf == null)
        return """";
    StringBuffer result = new StringBuffer(2*buf.length);
    for (int i = 0; i &lt; buf.length; i++) {
        appendHex(result, buf[i]);
    }
    return result.toString();
}
private final static String HEX = ""0123456789ABCDEF"";
private static void appendHex(StringBuffer sb, byte b) {
    sb.append(HEX.charAt((b&gt;&gt;4)&amp;0x0f)).append(HEX.charAt(b&amp;0x0f));
}
</code></pre>

<p>}</p>
"	NULL	2	NULL	57:40.8	4	30:52.4	NULL	NULL	0	1888567	0	1	7	<java><android><aes>	using AES with CFB mode	9523	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
14936809	14936912	1	"<p>I got this code from <a href=""http://www.ravenblast.com/index.php/blog/android-password-text-encryption/"" rel=""nofollow"">http://www.ravenblast.com/index.php/blog/android-password-text-encryption/</a> and, although it works, I have a growing suspicion it's not secure enough. There isn't any initialization vector which seems to be necessary according other sources.</p>

<pre><code>public static String encrypt(String toEncrypt, byte[ ] key) throws Exception {
    SecretKeySpec skeySpec = new SecretKeySpec(key, ""AES"");
    Cipher cipher = Cipher.getInstance(""AES"");
    cipher.init(Cipher.ENCRYPT_MODE, skeySpec);
    byte[ ] encryptedBytes = cipher.doFinal(toEncrypt.getBytes());
    String encrypted = Base64.encodeBytes(encryptedBytes);
    return encrypted;
}

public static String decrypt(String encryptedText, byte[ ] key) throws Exception {
    SecretKeySpec skeySpec = new SecretKeySpec(key, ""AES"");
    Cipher cipher = Cipher.getInstance(""AES"");
    cipher.init(Cipher.DECRYPT_MODE, skeySpec);
    byte[] toDecrypt = Base64.decode(encryptedText);
    byte[] encrypted = cipher.doFinal(toDecrypt);
    return new String(encrypted);
}
</code></pre>
"	NULL	2	NULL	52:09.5	4	44:26.5	44:26.5	NULL	445517	2083242	0	1	6	<java><security><encryption><aes><block-cipher>	Is this AES encryption secure enough?	464	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15153395	15153820	2	"<p>I am getting  java.security.InvalidKeyException: Illegal key size or default parameters , I have fallow all the required step ,Installed  Java Cryptography Extension (JCE) Unlimited Strength Jurisdiction Policy Files.
Also I have Gone through these Threads</p>

<p><a href=""http://www.coderanch.com/t/521137/Security/java-security-InvalidKeyException-Illegal-key"" rel=""nofollow noreferrer"">Java.security.InvalidKeyException: Illegal key size or default parameters error</a></p>

<p><a href=""https://stackoverflow.com/questions/6481627/java-security-illegal-key-size-or-default-parameters"">Java Security: Illegal key size or default parameters?</a></p>

<p>But I am still stuck and getting  java.security.InvalidKeyException: Illegal key size or default parameters ,</p>

<p>Below is My Code :
AESKeyGenerator.java</p>

<pre><code>public class AESKeyGenerator {

    private Cipher mCipher;

    public AESKeyGenerator()
    {
        // default constructor
    }


    public byte[] generate_k(String dhkey, String toEncrypt)
    {
        byte[] retVal;

        try { // Set up the Cipher class of Android to use AES to generate keys
            byte[] iv = new byte[16];
            for (int i = 0; i &lt; iv.length; i++)
                iv[i] = new Byte(""0"").byteValue();
            IvParameterSpec ivspec = new IvParameterSpec(iv);
            mCipher = Cipher.getInstance(""AES"");
            // Set up key to use in algorithm
            MessageDigest hasher = MessageDigest.getInstance(""SHA-256""); // Initialize object that will hash my key.
            byte[] key256 = hasher.digest(dhkey.getBytes()); // Hash the key to 256 bits using SHA
            SecretKeySpec K = new SecretKeySpec(key256, ""AES"");
            System.out.println(""SecretKeySpec : ""+K  + ""  key256 ""+key256);
            mCipher.init(Cipher.ENCRYPT_MODE, K, ivspec);
            // Encrypt the parameter toEncrypt
            retVal = mCipher.doFinal(toEncrypt.getBytes());
            return retVal;
        }
        catch (Exception e) {
                        e.printStackTrace();
            System.err.println(""Could not create and initialize object Cipher."");
        }

        return null;

    }

    public byte[] generate_r(byte[] sharedKey, String toEncrypt)
    {
        byte[] retVal;
        try {
            /*byte[] iv = new byte[16];
            for (int i = 0; i &lt; iv.length; i++)
                iv[i] = new Byte(""0"").byteValue();
            IvParameterSpec ivspec = new IvParameterSpec(iv);*/

            // Set up the Cipher class of Android to use AES to generate keys
            mCipher = Cipher.getInstance(""AES/ECB/PKCS5Padding"");
            // Set up key to use in algorithm
            MessageDigest hasher = MessageDigest.getInstance(""SHA-256""); // Initialize object that will hash my key.
            byte[] key256 = hasher.digest(sharedKey); // Hash the key to 256 bits using SHA 256
            SecretKeySpec K = new SecretKeySpec(key256, ""AES"");
            mCipher.init(Cipher.ENCRYPT_MODE, K);
            // Encrypt the parameter toEncrypt
            System.out.println(""toEncrypt AES: ""+ toEncrypt);
            retVal = mCipher.doFinal(toEncrypt.getBytes());
            return retVal;
        }
        catch (Exception e) {
                        e.printStackTrace();
            System.err.println(""exception: ""+ e.toString());
            System.err.println(""Could not create and initialize object Cipher."");
        }

        return null;

    }
}
</code></pre>

<p><strong>I am getting fallowing error:</strong></p>

<pre><code>java.security.InvalidKeyException: Illegal key size or default parameters
  at javax.crypto.Cipher.checkCryptoPerm(Cipher.java:1010)
  at javax.crypto.Cipher.implInit(Cipher.java:785)
  at javax.crypto.Cipher.chooseProvider(Cipher.java:848)
  at javax.crypto.Cipher.init(Cipher.java:1212)
  at javax.crypto.Cipher.init(Cipher.java:1152)
  at AESKeyGenerator.generate_r(AESKeyGenerator.java:74)
  at DetectionServer.storeGridInformation(DetectionServer.java:309)
  at DetectionServer.doPost(DetectionServer.java:103)
  at javax.servlet.http.HttpServlet.service(HttpServlet.java:641)
  at javax.servlet.http.HttpServlet.service(HttpServlet.java:722)
  at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:304)
  at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210)
  at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:240)
  at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:164)
  at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:462)
  at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:164)
  at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:100)
  at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:562)
  at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:118)
  at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:395)
  at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:250)
  at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:188)
  at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:302)
  at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
  at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
  at java.lang.Thread.run(Unknown Source)
exception: java.security.InvalidKeyException: Illegal key size or default parameters
Could not create and initialize object Cipher.
</code></pre>

<p>I check with the standard code which is also same as this. I think there is some issue with configuration or missing library.</p>
"	NULL	1	NULL	22:16.8	3	54:37.0	15:38.6	NULL	-1	2122565	0	1	7	<java><security><cryptography><aes><public-key-encryption>	Please Help-Stuck Invalid Key Exception	9162	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15158089	0	2	"<p>In Android/java app,</p>

<pre><code>byte[] data = "":Êº$jhk¨ë‹òºÃ""; // fetched from php server..
Cipher cipher = Cipher.getInstance(""AES"");
cipher.init(Cipher.DECRYPT_MODE, mKeyspec);
return new String(cipher.doFinal(data));
</code></pre>

<p>The above code always throws <code>BadPaddingException: pad block corrupted</code> for following 16 byte encypted data   </p>

<blockquote>
  <p>data = "":Êº$jhk¨ë‹òºÃ"" (the data is 16 chars)</p>
</blockquote>

<p>The key is 16 bytes long.</p>

<p>Why does it throw this exception when the data is already the size of a block.? and no padding is needed.</p>

<p>Note: The encrypted data is fetched from a php server.  </p>

<h2>Edit:</h2>

<p>After changing to<br>
<code>Cipher cipher = Cipher.getInstance(""AES/ECB/NoPadding"");</code><br>
from<br>
<code>Cipher cipher = Cipher.getInstance(""AES"");</code></p>

<p>the decrypt method succeeds, but gives this output
<img src=""https://i.stack.imgur.com/cBUOU.png"" alt=""enter image description here""></p>
"	NULL	15	NULL	44:12.9	5	46:17.4	46:17.4	NULL	1033581	857361	0	1	5	<java><android><aes><badpaddingexception>	'BadPaddingException: pad block corrupted' while decrypting using AES/ECB	24213	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15390479	15391882	3	"<p>I'm trying to implement AES128 encryption on an Android.  I've got a solution working on an iPhone with Objective C but having trouble porting it to Android.  I've searched stackoverflow for a solution, but I seem to be doing something wrong.  I'm fairly new to Java so I think I'm missing something to do with data, string conversion.</p>

<p>Here is my iPhone encrypt:</p>

<pre><code>char keyPtr[kCCKeySizeAES128+1];
[keyString getCString:keyPtr
            maxLength:sizeof(keyPtr)
             encoding:NSASCIIStringEncoding];

// CString for the plain text
char plainBytes[[plainString length]+1];
[plainString getCString:plainBytes
              maxLength:sizeof(plainBytes)
               encoding:NSASCIIStringEncoding];

size_t bytesEncrypted = 0;

// Allocate the space for encrypted data
NSUInteger dataLength = [plainString length];
size_t bufferSize = dataLength + kCCBlockSizeAES128;
void* buffer = malloc(bufferSize);

// Encrypt
CCCryptorStatus ret = CCCrypt(kCCEncrypt,
                              kCCAlgorithmAES128,
                              kCCOptionPKCS7Padding | kCCOptionECBMode,
                              keyPtr,
                              kCCKeySizeAES128,
                              NULL,
                              plainBytes, sizeof(plainBytes),
                              buffer, bufferSize,
                              &amp;bytesEncrypted);
if (ret != kCCSuccess) {
    free(buffer);
}

encryptedData = [NSData dataWithBytes:buffer length:bytesEncrypted];
</code></pre>

<p>Here is my Java:</p>

<pre><code>    SecretKeySpec skeySpec = new SecretKeySpec(key, ""AES"");
    Cipher cipher = Cipher.getInstance(""AES/ECB/PKCS7Padding"");
    cipher.init(Cipher.ENCRYPT_MODE, skeySpec);
    byte[] encrypted = cipher.doFinal(plainText.getBytes(""UTF-8""));
</code></pre>

<p>Using the same key and plaintext in iPhone and Java give different results.  My iPhone result works the way I need it so I'm trying to get java to give me the iPhone result.  I'm missing something in the Java for sure, just not sure what it is.</p>

<p><em><strong>edit</em></strong></p>

<p>based on suggestions below I modified my Java to this</p>

<pre><code>    byte[] keyBytes = plainTextKey.getBytes(""US-ASCII"");
    SecretKeySpec skeySpec = new SecretKeySpec(keyBytes, ""AES"");
    Cipher cipher = Cipher.getInstance(""AES/ECB/PKCS7Padding"");
    cipher.init(Cipher.ENCRYPT_MODE, skeySpec);
    byte[] encrypted = cipher.doFinal(plainText.getBytes(""US-ASCII""));
</code></pre>

<p>but I'm still getting different results between android and iPhone</p>
"	NULL	4	NULL	06:30.3	5	31:36.7	27:26.1	NULL	2063149	2063149	0	1	6	<android><iphone><encryption><aes>	Android AES 128 encryption	2408	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15554296	22445878	10	"<p>What's wrong with the following example?</p>

<p>The problem is that the first part of the decrypted string is nonsense. However, the rest is fine, I get...</p>

<blockquote>
<pre><code>Result: `£eB6O?geS??i are you? Have a nice day.
</code></pre>
</blockquote>

<pre><code>@Test
public void testEncrypt() {
  try {
    String s = ""Hello there. How are you? Have a nice day."";

    // Generate key
    KeyGenerator kgen = KeyGenerator.getInstance(""AES"");
    kgen.init(128);
    SecretKey aesKey = kgen.generateKey();

    // Encrypt cipher
    Cipher encryptCipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
    encryptCipher.init(Cipher.ENCRYPT_MODE, aesKey);

    // Encrypt
    ByteArrayOutputStream outputStream = new ByteArrayOutputStream();
    CipherOutputStream cipherOutputStream = new CipherOutputStream(outputStream, encryptCipher);
    cipherOutputStream.write(s.getBytes());
    cipherOutputStream.flush();
    cipherOutputStream.close();
    byte[] encryptedBytes = outputStream.toByteArray();

    // Decrypt cipher
    Cipher decryptCipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
    IvParameterSpec ivParameterSpec = new IvParameterSpec(aesKey.getEncoded());
    decryptCipher.init(Cipher.DECRYPT_MODE, aesKey, ivParameterSpec);

    // Decrypt
    outputStream = new ByteArrayOutputStream();
    ByteArrayInputStream inStream = new ByteArrayInputStream(encryptedBytes);
    CipherInputStream cipherInputStream = new CipherInputStream(inStream, decryptCipher);
    byte[] buf = new byte[1024];
    int bytesRead;
    while ((bytesRead = cipherInputStream.read(buf)) &gt;= 0) {
        outputStream.write(buf, 0, bytesRead);
    }

    System.out.println(""Result: "" + new String(outputStream.toByteArray()));

  } 
  catch (Exception ex) {
    ex.printStackTrace();
  }
}
</code></pre>
"	NULL	10	NULL	31:51.3	113	47:01.2	45:32.8	NULL	589259	210713	0	1	118	<java><encryption><aes>	Initial bytes incorrect after Java AES/CBC decryption	483126	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15622924	15638246	2	"<p>I need help with this error: Given final block not properly padded. As you can see from the title, I am working with AES.</p>

<p>Here is the code of line where is error:</p>

<pre><code> byte[] decrypted = cipher.doFinal(bytes);
</code></pre>

<p>Here is the full code:</p>

<pre><code>public class AESCrypt {
private final Cipher cipher;
private final SecretKeySpec key;
private String encryptedText, decryptedText;

public AESCrypt(String password) throws Exception {
    // hash password with SHA-256 and crop the output to 128-bit for key
    MessageDigest digest = MessageDigest.getInstance(""SHA-256"");
    digest.update(password.getBytes(""UTF-8""));
    byte[] keyBytes = new byte[16];
    System.arraycopy(digest.digest(), 0, keyBytes, 0, keyBytes.length);

    cipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
    key = new SecretKeySpec(keyBytes, ""AES"");
}

public String encrypt(String plainText) throws Exception {
    byte[] iv = new byte[cipher.getBlockSize()];
    new SecureRandom().nextBytes(iv);
    AlgorithmParameterSpec spec = new IvParameterSpec(iv);
    cipher.init(Cipher.ENCRYPT_MODE, key, spec);
    byte[] encrypted = cipher.doFinal(plainText.getBytes());
    encryptedText = asHex(encrypted);
    return encryptedText;
}

public String decrypt(String cryptedText) throws Exception {
    byte[] iv = new byte[cipher.getBlockSize()];
    AlgorithmParameterSpec spec = new IvParameterSpec(iv);
    cipher.init(Cipher.DECRYPT_MODE, key, spec);
    // decrypt the message
    byte[] bytes = cryptedText.getBytes(""UTF-8"");
    byte[] decrypted = cipher.doFinal(bytes);
    decryptedText = asHex(decrypted);
    System.out.println(""Desifrovani tekst: "" + decryptedText + ""\n"");

    return decryptedText;
}

public static String asHex(byte buf[]) {
    StringBuilder strbuf = new StringBuilder(buf.length * 2);
    int i;
    for (i = 0; i &lt; buf.length; i++) {
        if (((int) buf[i] &amp; 0xff) &lt; 0x10) {
            strbuf.append(""0"");
        }
        strbuf.append(Long.toString((int) buf[i] &amp; 0xff, 16));
    }
    return strbuf.toString();
}

public static void main(String[] args) throws Exception {

    System.out.print(""....AES....\n"");

    String message = ""MESSAGE"";
    String password = ""PASSWORD"";

    System.out.println(""MSG:"" + message);

    AESCrypt aes = new AESCrypt(password);
    String encryptedText = aes.encrypt(message).toString();
    System.out.println(""SIFROVANA PORUKA: "" + encryptedText);
    String decryptedText = aes.decrypt(encryptedText).toString();       
    System.out.print(""DESIFROVANA PORUKA: "" + decryptedText);
}
</code></pre>

<p>}</p>
"	NULL	8	NULL	16:58.3	4	55:44.2	NULL	NULL	0	955836	0	1	1	<java><cryptography><aes>	AES Error: Given final block not properly padded	23648	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
